,Rule,Conf_yes,Numrowstrue,Outof
1068,MV301=zero && LIT401=LT,0.0,0,0
1069,MV301=zero && AIT501=LT,0.0,0,0
1070,MV301=zero && AIT501=GT,0.0,0,0
1071,MV301=zero && AIT502=GT,0.0,0,0
1072,MV301=zero && AIT502=LT,0.0,0,0
1073,MV301=zero && AIT503=GT,0.0,0,0
1074,MV301=zero && AIT503=LT,0.0,0,0
1075,MV301=zero && AIT504=GT,0.0,0,0
1076,MV301=zero && AIT504=LT,0.0,0,0
1077,MV301=zero && FIT501=LT,0.0,0,0
1078,MV301=zero && FIT501=GT,0.0,0,0
1079,MV301=zero && FIT502=LT,0.0,0,0
1080,MV301=zero && FIT502=GT,0.0,0,0
1081,MV301=zero && FIT503=GT,0.0,0,0
1082,MV301=zero && FIT503=LT,0.0,0,0
1083,MV301=zero && FIT504=GT,0.0,0,0
1084,MV301=zero && FIT504=LT,0.0,0,0
1085,MV301=zero && PIT501=GT,0.0,0,0
1086,MV301=zero && PIT501=LT,0.0,0,0
1087,MV301=zero && PIT502=GT,0.0,0,0
1088,MV301=zero && PIT502=LT,0.0,0,0
1089,MV301=zero && PIT503=GT,0.0,0,0
1090,MV301=zero && PIT503=LT,0.0,0,0
1091,MV301=zero && FIT601=GT,0.0,0,0
1092,MV301=zero && FIT601=LT,0.0,0,0
1093,MV301=zero && AIT201=GT,0.0,0,0
1094,MV301=zero && AIT201=LT,0.0,0,0
1095,MV301=two && MV302=one,0.0,0,0
1096,MV301=two && MV302=zero,0.0,0,0
1097,MV301=two && MV302=two,0.0,0,0
1098,MV301=two && MV304=one,0.0,0,0
1099,MV301=two && MV304=zero,0.0,0,0
1100,MV301=two && MV304=two,0.0,0,0
1101,MV301=two && UV401=two,0.0,0,0
1102,MV301=two && UV401=one,0.0,0,0
1103,MV301=two && MV101=one,0.0,0,0
1104,MV301=two && MV101=zero,0.0,0,0
1105,MV301=two && MV101=two,0.0,0,0
1106,MV301=two && MV201=two,0.0,0,0
1107,MV301=two && MV201=zero,0.0,0,0
1108,MV301=two && MV201=one,0.0,0,0
1109,MV301=two && MV303=one,0.0,0,0
1110,MV301=two && MV303=zero,0.0,0,0
1111,MV301=two && MV303=two,0.0,0,0
1112,MV301=two && FIT101=LT,0.0,0,0
1113,MV301=two && FIT101=GT,0.0,0,0
1114,MV301=two && LIT101=GT,0.0,0,0
1115,MV301=two && LIT101=LT,0.0,0,0
1116,MV301=two && AIT202=GT,0.0,0,0
1117,MV301=two && AIT202=LT,0.0,0,0
1118,MV301=two && AIT203=LT,0.0,0,0
1119,MV301=two && AIT203=GT,0.0,0,0
1120,MV301=two && FIT201=GT,0.0,0,0
1121,MV301=two && FIT201=LT,0.0,0,0
1122,MV301=two && DPIT301=LT,0.0,0,0
1123,MV301=two && DPIT301=GT,0.0,0,0
1124,MV301=two && FIT301=LT,0.0,0,0
1125,MV301=two && FIT301=GT,0.0,0,0
1126,MV301=two && LIT301=LT,0.0,0,0
1127,MV301=two && LIT301=GT,0.0,0,0
1128,MV301=two && AIT402=GT,0.0,0,0
1129,MV301=two && AIT402=LT,0.0,0,0
1130,MV301=two && FIT401=LT,0.0,0,0
1131,MV301=two && FIT401=GT,0.0,0,0
1132,MV301=two && LIT401=GT,0.0,0,0
1133,MV301=two && LIT401=LT,0.0,0,0
1134,MV301=two && AIT501=LT,0.0,0,0
1135,MV301=two && AIT501=GT,0.0,0,0
1136,MV301=two && AIT502=GT,0.0,0,0
1137,MV301=two && AIT502=LT,0.0,0,0
1138,MV301=two && AIT503=GT,0.0,0,0
1139,MV301=two && AIT503=LT,0.0,0,0
1140,MV301=two && AIT504=GT,0.0,0,0
1141,MV301=two && AIT504=LT,0.0,0,0
1142,MV301=two && FIT501=LT,0.0,0,0
1143,MV301=two && FIT501=GT,0.0,0,0
1144,MV301=two && FIT502=LT,0.0,0,0
1145,MV301=two && FIT502=GT,0.0,0,0
1146,MV301=two && FIT503=GT,0.0,0,0
1147,MV301=two && FIT503=LT,0.0,0,0
1148,MV301=two && FIT504=GT,0.0,0,0
1149,MV301=two && FIT504=LT,0.0,0,0
1150,MV301=two && PIT501=GT,0.0,0,0
1151,MV301=two && PIT501=LT,0.0,0,0
1152,MV301=two && PIT502=GT,0.0,0,0
1153,MV301=two && PIT502=LT,0.0,0,0
1154,MV301=two && PIT503=GT,0.0,0,0
1155,MV301=two && PIT503=LT,0.0,0,0
1156,MV301=two && FIT601=GT,0.0,0,0
1157,MV301=two && FIT601=LT,0.0,0,0
1158,MV301=two && AIT201=GT,0.0,0,0
1159,MV301=two && AIT201=LT,0.0,0,0
1160,MV302=one && MV302=zero,0.0,0,0
1161,MV302=one && MV302=two,0.0,0,0
1162,MV302=one && MV304=one,0.09964983950977531,683,6854
1163,MV302=one && MV304=zero,0.0,0,0
1164,MV302=one && MV304=two,0.0,0,0
1165,MV302=one && UV401=two,0.09618363610759048,683,7101
1166,MV302=one && UV401=one,0.0,0,0
1167,MV302=one && MV101=one,0.08598865124399825,394,4582
1168,MV302=one && MV101=zero,0.08181818181818182,9,110
1169,MV302=one && MV101=two,0.11437908496732026,280,2448
1170,MV302=one && MV201=two,0.09328358208955224,200,2144
1171,MV302=one && MV201=zero,0.3076923076923077,16,52
1172,MV302=one && MV201=one,0.09445792880258899,467,4944
1173,MV302=one && MV303=one,0.09678333569505455,683,7057
1174,MV302=one && MV303=zero,0.0,0,0
1175,MV302=one && MV303=two,0.0,0,0
1176,MV302=one && FIT101=LT,0.07287134866376631,469,6436
1177,MV302=one && FIT101=GT,0.3039772727272727,214,704
1178,MV302=one && LIT101=GT,0.11062520246193716,683,6174
1179,MV302=one && LIT101=LT,0.0,0,0
1180,MV302=one && AIT202=GT,0.09711360727996587,683,7033
1181,MV302=one && AIT202=LT,0.0,0,0
1182,MV302=one && AIT203=LT,0.0,0,0
1183,MV302=one && AIT203=GT,0.10139548693586699,683,6736
1184,MV302=one && FIT201=GT,0.06376021798365122,117,1835
1185,MV302=one && FIT201=LT,0.10669180018850141,566,5305
1186,MV302=one && DPIT301=LT,0.09565826330532212,683,7140
1187,MV302=one && DPIT301=GT,0.0,0,0
1188,MV302=one && FIT301=LT,0.09740444951511694,683,7012
1189,MV302=one && FIT301=GT,0.0,0,0
1190,MV302=one && LIT301=LT,0.03720333547145606,232,6236
1191,MV302=one && LIT301=GT,0.49889380530973454,451,904
1192,MV302=one && AIT402=GT,0.0,0,0
1193,MV302=one && AIT402=LT,0.4499341238471673,683,1518
1194,MV302=one && FIT401=LT,0.01407624633431085,48,3410
1195,MV302=one && FIT401=GT,0.17024128686327078,635,3730
1196,MV302=one && LIT401=GT,0.09565826330532212,683,7140
1197,MV302=one && LIT401=LT,0.0,0,0
1198,MV302=one && AIT501=LT,0.0,0,0
1199,MV302=one && AIT501=GT,0.32216981132075473,683,2120
1200,MV302=one && AIT502=GT,0.0,0,0
1201,MV302=one && AIT502=LT,0.32804995196926034,683,2082
1202,MV302=one && AIT503=GT,0.10835045768727816,580,5353
1203,MV302=one && AIT503=LT,0.05763850027979855,103,1787
1204,MV302=one && AIT504=GT,0.17925769939457753,681,3799
1205,MV302=one && AIT504=LT,0.000598623166716552,2,3340
1206,MV302=one && FIT501=LT,0.004205607476635514,18,4280
1207,MV302=one && FIT501=GT,0.23251748251748253,665,2860
1208,MV302=one && FIT502=LT,0.011201866977829638,48,4285
1209,MV302=one && FIT502=GT,0.2224168126094571,635,2855
1210,MV302=one && FIT503=GT,0.01823433832821809,101,5539
1211,MV302=one && FIT503=LT,0.36352279825109307,582,1601
1212,MV302=one && FIT504=GT,0.0236318407960199,76,3216
1213,MV302=one && FIT504=LT,0.15468909276248727,607,3923
1214,MV302=one && PIT501=GT,0.0,0,0
1215,MV302=one && PIT501=LT,0.3497183819764465,683,1953
1216,MV302=one && PIT502=GT,0.09619267378136717,667,6934
1217,MV302=one && PIT502=LT,0.07766990291262135,16,206
1218,MV302=one && PIT503=GT,0.0,0,0
1219,MV302=one && PIT503=LT,0.3428714859437751,683,1992
1220,MV302=one && FIT601=GT,0.11104344295574503,547,4926
1221,MV302=one && FIT601=LT,0.06142728093947606,136,2214
1222,MV302=one && AIT201=GT,0.0,0,0
1223,MV302=one && AIT201=LT,0.48405386250885896,683,1411
1224,MV302=zero && MV302=two,0.0,0,0
1225,MV302=zero && MV304=one,0.0,0,0
1226,MV302=zero && MV304=zero,0.0,0,0
1227,MV302=zero && MV304=two,0.0,0,0
1228,MV302=zero && UV401=two,0.0,0,0
1229,MV302=zero && UV401=one,0.0,0,0
1230,MV302=zero && MV101=one,0.0,0,0
1231,MV302=zero && MV101=zero,0.0,0,0
1232,MV302=zero && MV101=two,0.0,0,0
1233,MV302=zero && MV201=two,0.0,0,0
1234,MV302=zero && MV201=zero,0.0,0,0
1235,MV302=zero && MV201=one,0.0,0,0
1236,MV302=zero && MV303=one,0.0,0,0
1237,MV302=zero && MV303=zero,0.0,0,0
1238,MV302=zero && MV303=two,0.0,0,0
1239,MV302=zero && FIT101=LT,0.0,0,0
1240,MV302=zero && FIT101=GT,0.0,0,0
1241,MV302=zero && LIT101=GT,0.0,0,0
1242,MV302=zero && LIT101=LT,0.0,0,0
1243,MV302=zero && AIT202=GT,0.0,0,0
1244,MV302=zero && AIT202=LT,0.0,0,0
1245,MV302=zero && AIT203=LT,0.0,0,0
1246,MV302=zero && AIT203=GT,0.0,0,0
1247,MV302=zero && FIT201=GT,0.0,0,0
1248,MV302=zero && FIT201=LT,0.0,0,0
1249,MV302=zero && DPIT301=LT,0.0,0,0
1250,MV302=zero && DPIT301=GT,0.0,0,0
1251,MV302=zero && FIT301=LT,0.0,0,0
1252,MV302=zero && FIT301=GT,0.0,0,0
1253,MV302=zero && LIT301=LT,0.0,0,0
1254,MV302=zero && LIT301=GT,0.0,0,0
1255,MV302=zero && AIT402=GT,0.0,0,0
1256,MV302=zero && AIT402=LT,0.0,0,0
1257,MV302=zero && FIT401=LT,0.0,0,0
1258,MV302=zero && FIT401=GT,0.0,0,0
1259,MV302=zero && LIT401=GT,0.0,0,0
1260,MV302=zero && LIT401=LT,0.0,0,0
1261,MV302=zero && AIT501=LT,0.0,0,0
1262,MV302=zero && AIT501=GT,0.0,0,0
1263,MV302=zero && AIT502=GT,0.0,0,0
1264,MV302=zero && AIT502=LT,0.0,0,0
1265,MV302=zero && AIT503=GT,0.0,0,0
1266,MV302=zero && AIT503=LT,0.0,0,0
1267,MV302=zero && AIT504=GT,0.0,0,0
1268,MV302=zero && AIT504=LT,0.0,0,0
1269,MV302=zero && FIT501=LT,0.0,0,0
1270,MV302=zero && FIT501=GT,0.0,0,0
1271,MV302=zero && FIT502=LT,0.0,0,0
1272,MV302=zero && FIT502=GT,0.0,0,0
1273,MV302=zero && FIT503=GT,0.0,0,0
1274,MV302=zero && FIT503=LT,0.0,0,0
1275,MV302=zero && FIT504=GT,0.0,0,0
1276,MV302=zero && FIT504=LT,0.0,0,0
1277,MV302=zero && PIT501=GT,0.0,0,0
1278,MV302=zero && PIT501=LT,0.0,0,0
1279,MV302=zero && PIT502=GT,0.0,0,0
1280,MV302=zero && PIT502=LT,0.0,0,0
1281,MV302=zero && PIT503=GT,0.0,0,0
1282,MV302=zero && PIT503=LT,0.0,0,0
1283,MV302=zero && FIT601=GT,0.0,0,0
1284,MV302=zero && FIT601=LT,0.0,0,0
1285,MV302=zero && AIT201=GT,0.0,0,0
1286,MV302=zero && AIT201=LT,0.0,0,0
1287,MV302=two && MV304=one,0.16105208603265095,1243,7718
1288,MV302=two && MV304=zero,0.0,0,0
1289,MV302=two && MV304=two,0.0,0,0
1290,MV302=two && UV401=two,0.16385446875823886,1243,7586
1291,MV302=two && UV401=one,0.0,0,0
1292,MV302=two && MV101=one,0.16034571723426214,1243,7751
1293,MV302=two && MV101=zero,0.0,0,0
1294,MV302=two && MV101=two,0.0,0,0
1295,MV302=two && MV201=two,0.07890173410404624,273,3460
1296,MV302=two && MV201=zero,0.0,0,0
1297,MV302=two && MV201=one,0.22679448211363104,970,4277
1298,MV302=two && MV303=one,0.15989194751736557,1243,7774
1299,MV302=two && MV303=zero,0.0,0,0
1300,MV302=two && MV303=two,0.0,0,0
1301,MV302=two && FIT101=LT,0.15989194751736557,1243,7774
1302,MV302=two && FIT101=GT,0.0,0,0
1303,MV302=two && LIT101=GT,0.16715976331360946,1243,7436
1304,MV302=two && LIT101=LT,0.0,0,0
1305,MV302=two && AIT202=GT,0.07471607890017933,500,6691
1306,MV302=two && AIT202=LT,0.6866913123844732,743,1082
1307,MV302=two && AIT203=LT,0.4487568223165555,740,1649
1308,MV302=two && AIT203=GT,0.08212244897959184,503,6125
1309,MV302=two && FIT201=GT,0.08217940999397953,273,3322
1310,MV302=two && FIT201=LT,0.2178796046720575,970,4452
1311,MV302=two && DPIT301=LT,0.2708011476495255,1227,4531
1312,MV302=two && DPIT301=GT,0.004933703361085414,16,3243
1313,MV302=two && FIT301=LT,0.18314424635332252,1243,6787
1314,MV302=two && FIT301=GT,0.0,0,0
1315,MV302=two && LIT301=LT,0.08721215090641843,534,6123
1316,MV302=two && LIT301=GT,0.4294367050272562,709,1651
1317,MV302=two && AIT402=GT,0.0,0,0
1318,MV302=two && AIT402=LT,0.32676130389064145,1243,3803
1319,MV302=two && FIT401=LT,0.04129793510324484,112,2712
1320,MV302=two && FIT401=GT,0.2234294745160016,1131,5062
1321,MV302=two && LIT401=GT,0.11444067796610169,844,7375
1322,MV302=two && LIT401=LT,1.0,399,399
1323,MV302=two && AIT501=LT,0.009972575417601595,40,4011
1324,MV302=two && AIT501=GT,0.3196917353175658,1203,3763
1325,MV302=two && AIT502=GT,0.033156083828589304,106,3197
1326,MV302=two && AIT502=LT,0.24841599300852085,1137,4577
1327,MV302=two && AIT503=GT,0.16084807906902598,1009,6273
1328,MV302=two && AIT503=LT,0.1558960692871419,234,1501
1329,MV302=two && AIT504=GT,0.2546758903407635,994,3903
1330,MV302=two && AIT504=LT,0.06432446396280031,249,3871
1331,MV302=two && FIT501=LT,0.018398548846851517,71,3859
1332,MV302=two && FIT501=GT,0.2993614303959132,1172,3914
1333,MV302=two && FIT502=LT,0.030875223271242664,121,3919
1334,MV302=two && FIT502=GT,0.29105058365758757,1122,3854
1335,MV302=two && FIT503=GT,0.04637743107501603,217,4679
1336,MV302=two && FIT503=LT,0.33150242326332796,1026,3095
1337,MV302=two && FIT504=GT,0.057218895542248835,172,3006
1338,MV302=two && FIT504=LT,0.22462248322147652,1071,4768
1339,MV302=two && PIT501=GT,0.008882655446470314,38,4278
1340,MV302=two && PIT501=LT,0.3446796338672769,1205,3496
1341,MV302=two && PIT502=GT,0.000706547338671691,3,4246
1342,MV302=two && PIT502=LT,0.35147392290249435,1240,3528
1343,MV302=two && PIT503=GT,0.006363422106999765,27,4243
1344,MV302=two && PIT503=LT,0.34437836306995184,1216,3531
1345,MV302=two && FIT601=GT,0.1985876310721164,928,4673
1346,MV302=two && FIT601=LT,0.10158013544018059,315,3101
1347,MV302=two && AIT201=GT,0.0657190635451505,393,5980
1348,MV302=two && AIT201=LT,0.4738015607580825,850,1794
1349,MV304=one && MV304=zero,0.0,0,0
1350,MV304=one && MV304=two,0.0,0,0
1351,MV304=one && UV401=two,0.13337950138504154,1926,14440
1352,MV304=one && UV401=one,0.0,0,0
1353,MV304=one && MV101=one,0.13607647547797175,1637,12029
1354,MV304=one && MV101=zero,0.07563025210084033,9,119
1355,MV304=one && MV101=two,0.11377488825680618,280,2461
1356,MV304=one && MV201=two,0.08395456159034434,473,5634
1357,MV304=one && MV201=zero,0.1797752808988764,16,89
1358,MV304=one && MV201=one,0.16169686058287386,1437,8887
1359,MV304=one && MV303=one,0.13200822481151472,1926,14590
1360,MV304=one && MV303=zero,0.0,0,0
1361,MV304=one && MV303=two,0.0,0,0
1362,MV304=one && FIT101=LT,0.12311232561484252,1712,13906
1363,MV304=one && FIT101=GT,0.3039772727272727,214,704
1364,MV304=one && LIT101=GT,0.14499736505307537,1926,13283
1365,MV304=one && LIT101=LT,0.0,0,0
1366,MV304=one && AIT202=GT,0.08757124879709823,1183,13509
1367,MV304=one && AIT202=LT,0.6748410535876476,743,1101
1368,MV304=one && AIT203=LT,0.37659033078880405,740,1965
1369,MV304=one && AIT203=GT,0.09379201265322262,1186,12645
1370,MV304=one && FIT201=GT,0.07518796992481203,390,5187
1371,MV304=one && FIT201=LT,0.16300541228907992,1536,9423
1372,MV304=one && DPIT301=LT,0.16803026304213953,1910,11367
1373,MV304=one && DPIT301=GT,0.004933703361085414,16,3243
1374,MV304=one && FIT301=LT,0.14079976606477082,1926,13679
1375,MV304=one && FIT301=GT,0.0,0,0
1376,MV304=one && LIT301=LT,0.06328486450760079,766,12104
1377,MV304=one && LIT301=GT,0.46288906624102155,1160,2506
1378,MV304=one && AIT402=GT,0.0,0,0
1379,MV304=one && AIT402=LT,0.3709553158705701,1926,5192
1380,MV304=one && FIT401=LT,0.027045300878972278,160,5916
1381,MV304=one && FIT401=GT,0.20312859443294226,1766,8694
1382,MV304=one && LIT401=GT,0.10745197382309478,1527,14211
1383,MV304=one && LIT401=LT,1.0,399,399
1384,MV304=one && AIT501=LT,0.004492867572728294,40,8903
1385,MV304=one && AIT501=GT,0.3304713509724899,1886,5707
1386,MV304=one && AIT502=GT,0.012979062079098812,106,8167
1387,MV304=one && AIT502=LT,0.2824771069377619,1820,6443
1388,MV304=one && AIT503=GT,0.1396923076923077,1589,11375
1389,MV304=one && AIT503=LT,0.10417310664605874,337,3235
1390,MV304=one && AIT504=GT,0.22435038842753818,1675,7466
1391,MV304=one && AIT504=LT,0.03513437849944009,251,7144
1392,MV304=one && FIT501=LT,0.01117950006280618,89,7961
1393,MV304=one && FIT501=GT,0.27628214769138215,1837,6649
1394,MV304=one && FIT502=LT,0.021169986220719028,169,7983
1395,MV304=one && FIT502=GT,0.26512750867662593,1757,6627
1396,MV304=one && FIT503=GT,0.03164179104477612,318,10049
1397,MV304=one && FIT503=LT,0.3526315789473684,1608,4560
1398,MV304=one && FIT504=GT,0.04092409240924092,248,6060
1399,MV304=one && FIT504=LT,0.19625730994152046,1678,8550
1400,MV304=one && PIT501=GT,0.004079441760601181,38,9315
1401,MV304=one && PIT501=LT,0.3565627950897073,1888,5295
1402,MV304=one && PIT502=GT,0.061103511171910624,670,10965
1403,MV304=one && PIT502=LT,0.34458161865569276,1256,3644
1404,MV304=one && PIT503=GT,0.0029217617141002058,27,9241
1405,MV304=one && PIT503=LT,0.3536971503073198,1899,5369
1406,MV304=one && FIT601=GT,0.15547591440919153,1475,9487
1407,MV304=one && FIT601=LT,0.08803435487019325,451,5123
1408,MV304=one && AIT201=GT,0.034332139425176905,393,11446
1409,MV304=one && AIT201=LT,0.484666455896301,1533,3163
1410,MV304=zero && MV304=two,0.0,0,0
1411,MV304=zero && UV401=two,0.0,0,0
1412,MV304=zero && UV401=one,0.0,0,0
1413,MV304=zero && MV101=one,0.0,0,0
1414,MV304=zero && MV101=zero,0.0,0,0
1415,MV304=zero && MV101=two,0.0,0,0
1416,MV304=zero && MV201=two,0.0,0,0
1417,MV304=zero && MV201=zero,0.0,0,0
1418,MV304=zero && MV201=one,0.0,0,0
1419,MV304=zero && MV303=one,0.0,0,0
1420,MV304=zero && MV303=zero,0.0,0,0
1421,MV304=zero && MV303=two,0.0,0,0
1422,MV304=zero && FIT101=LT,0.0,0,0
1423,MV304=zero && FIT101=GT,0.0,0,0
1424,MV304=zero && LIT101=GT,0.0,0,0
1425,MV304=zero && LIT101=LT,0.0,0,0
1426,MV304=zero && AIT202=GT,0.0,0,0
1427,MV304=zero && AIT202=LT,0.0,0,0
1428,MV304=zero && AIT203=LT,0.0,0,0
1429,MV304=zero && AIT203=GT,0.0,0,0
1430,MV304=zero && FIT201=GT,0.0,0,0
1431,MV304=zero && FIT201=LT,0.0,0,0
1432,MV304=zero && DPIT301=LT,0.0,0,0
1433,MV304=zero && DPIT301=GT,0.0,0,0
1434,MV304=zero && FIT301=LT,0.0,0,0
1435,MV304=zero && FIT301=GT,0.0,0,0
1436,MV304=zero && LIT301=LT,0.0,0,0
1437,MV304=zero && LIT301=GT,0.0,0,0
1438,MV304=zero && AIT402=GT,0.0,0,0
1439,MV304=zero && AIT402=LT,0.0,0,0
1440,MV304=zero && FIT401=LT,0.0,0,0
1441,MV304=zero && FIT401=GT,0.0,0,0
1442,MV304=zero && LIT401=GT,0.0,0,0
1443,MV304=zero && LIT401=LT,0.0,0,0
1444,MV304=zero && AIT501=LT,0.0,0,0
1445,MV304=zero && AIT501=GT,0.0,0,0
1446,MV304=zero && AIT502=GT,0.0,0,0
1447,MV304=zero && AIT502=LT,0.0,0,0
1448,MV304=zero && AIT503=GT,0.0,0,0
1449,MV304=zero && AIT503=LT,0.0,0,0
1450,MV304=zero && AIT504=GT,0.0,0,0
1451,MV304=zero && AIT504=LT,0.0,0,0
1452,MV304=zero && FIT501=LT,0.0,0,0
1453,MV304=zero && FIT501=GT,0.0,0,0
1454,MV304=zero && FIT502=LT,0.0,0,0
1455,MV304=zero && FIT502=GT,0.0,0,0
1456,MV304=zero && FIT503=GT,0.0,0,0
1457,MV304=zero && FIT503=LT,0.0,0,0
1458,MV304=zero && FIT504=GT,0.0,0,0
1459,MV304=zero && FIT504=LT,0.0,0,0
1460,MV304=zero && PIT501=GT,0.0,0,0
1461,MV304=zero && PIT501=LT,0.0,0,0
1462,MV304=zero && PIT502=GT,0.0,0,0
1463,MV304=zero && PIT502=LT,0.0,0,0
1464,MV304=zero && PIT503=GT,0.0,0,0
1465,MV304=zero && PIT503=LT,0.0,0,0
1466,MV304=zero && FIT601=GT,0.0,0,0
1467,MV304=zero && FIT601=LT,0.0,0,0
1468,MV304=zero && AIT201=GT,0.0,0,0
1469,MV304=zero && AIT201=LT,0.0,0,0
1470,MV304=two && UV401=two,0.0,0,0
1471,MV304=two && UV401=one,0.0,0,0
1472,MV304=two && MV101=one,0.0,0,0
1473,MV304=two && MV101=zero,0.0,0,0
1474,MV304=two && MV101=two,0.0,0,0
1475,MV304=two && MV201=two,0.0,0,0
1476,MV304=two && MV201=zero,0.0,0,0
1477,MV304=two && MV201=one,0.0,0,0
1478,MV304=two && MV303=one,0.0,0,0
1479,MV304=two && MV303=zero,0.0,0,0
1480,MV304=two && MV303=two,0.0,0,0
1481,MV304=two && FIT101=LT,0.0,0,0
1482,MV304=two && FIT101=GT,0.0,0,0
1483,MV304=two && LIT101=GT,0.0,0,0
1484,MV304=two && LIT101=LT,0.0,0,0
1485,MV304=two && AIT202=GT,0.0,0,0
1486,MV304=two && AIT202=LT,0.0,0,0
1487,MV304=two && AIT203=LT,0.0,0,0
1488,MV304=two && AIT203=GT,0.0,0,0
1489,MV304=two && FIT201=GT,0.0,0,0
1490,MV304=two && FIT201=LT,0.0,0,0
1491,MV304=two && DPIT301=LT,0.0,0,0
1492,MV304=two && DPIT301=GT,0.0,0,0
1493,MV304=two && FIT301=LT,0.0,0,0
1494,MV304=two && FIT301=GT,0.0,0,0
1495,MV304=two && LIT301=LT,0.0,0,0
1496,MV304=two && LIT301=GT,0.0,0,0
1497,MV304=two && AIT402=GT,0.0,0,0
1498,MV304=two && AIT402=LT,0.0,0,0
1499,MV304=two && FIT401=LT,0.0,0,0
1500,MV304=two && FIT401=GT,0.0,0,0
1501,MV304=two && LIT401=GT,0.0,0,0
1502,MV304=two && LIT401=LT,0.0,0,0
1503,MV304=two && AIT501=LT,0.0,0,0
1504,MV304=two && AIT501=GT,0.0,0,0
1505,MV304=two && AIT502=GT,0.0,0,0
1506,MV304=two && AIT502=LT,0.0,0,0
1507,MV304=two && AIT503=GT,0.0,0,0
1508,MV304=two && AIT503=LT,0.0,0,0
1509,MV304=two && AIT504=GT,0.0,0,0
1510,MV304=two && AIT504=LT,0.0,0,0
1511,MV304=two && FIT501=LT,0.0,0,0
1512,MV304=two && FIT501=GT,0.0,0,0
1513,MV304=two && FIT502=LT,0.0,0,0
1514,MV304=two && FIT502=GT,0.0,0,0
1515,MV304=two && FIT503=GT,0.0,0,0
1516,MV304=two && FIT503=LT,0.0,0,0
1517,MV304=two && FIT504=GT,0.0,0,0
1518,MV304=two && FIT504=LT,0.0,0,0
1519,MV304=two && PIT501=GT,0.0,0,0
1520,MV304=two && PIT501=LT,0.0,0,0
1521,MV304=two && PIT502=GT,0.0,0,0
1522,MV304=two && PIT502=LT,0.0,0,0
1523,MV304=two && PIT503=GT,0.0,0,0
1524,MV304=two && PIT503=LT,0.0,0,0
1525,MV304=two && FIT601=GT,0.0,0,0
1526,MV304=two && FIT601=LT,0.0,0,0
1527,MV304=two && AIT201=GT,0.0,0,0
1528,MV304=two && AIT201=LT,0.0,0,0
1529,UV401=two && UV401=one,0.0,0,0
1530,UV401=two && MV101=one,0.13446689666502382,1637,12174
1531,UV401=two && MV101=zero,0.07563025210084033,9,119
1532,UV401=two && MV101=two,0.11377488825680618,280,2461
1533,UV401=two && MV201=two,0.08395456159034434,473,5634
1534,UV401=two && MV201=zero,0.1797752808988764,16,89
1535,UV401=two && MV201=one,0.1591185915181043,1437,9031
1536,UV401=two && MV303=one,0.131279394724286,1926,14671
1537,UV401=two && MV303=zero,0.0,0,0
1538,UV401=two && MV303=two,0.0,0,0
1539,UV401=two && FIT101=LT,0.12185053380782918,1712,14050
1540,UV401=two && FIT101=GT,0.3039772727272727,214,704
1541,UV401=two && LIT101=GT,0.14344231771803084,1926,13427
1542,UV401=two && LIT101=LT,0.0,0,0
1543,UV401=two && AIT202=GT,0.08730627306273063,1183,13550
1544,UV401=two && AIT202=LT,0.617109634551495,743,1204
1545,UV401=two && AIT203=LT,0.3578336557059961,740,2068
1546,UV401=two && AIT203=GT,0.0934888853854643,1186,12686
1547,UV401=two && FIT201=GT,0.07518796992481203,390,5187
1548,UV401=two && FIT201=LT,0.1605518971464409,1536,9567
1549,UV401=two && DPIT301=LT,0.16437177280550774,1910,11620
1550,UV401=two && DPIT301=GT,0.005105296745373325,16,3134
1551,UV401=two && FIT301=LT,0.13934307625524525,1926,13822
1552,UV401=two && FIT301=GT,0.0,0,0
1553,UV401=two && LIT301=LT,0.06213497728747566,766,12328
1554,UV401=two && LIT301=GT,0.47815333882934874,1160,2426
1555,UV401=two && AIT402=GT,0.0,0,0
1556,UV401=two && AIT402=LT,0.36931927133269415,1926,5215
1557,UV401=two && FIT401=LT,0.02705444707473791,160,5914
1558,UV401=two && FIT401=GT,0.1997737556561086,1766,8840
1559,UV401=two && LIT401=GT,0.1063740856844305,1527,14355
1560,UV401=two && LIT401=LT,1.0,399,399
1561,UV401=two && AIT501=LT,0.0044340982152754685,40,9021
1562,UV401=two && AIT501=GT,0.3289726146869004,1886,5733
1563,UV401=two && AIT502=GT,0.012792662321988897,106,8286
1564,UV401=two && AIT502=LT,0.2813852813852814,1820,6468
1565,UV401=two && AIT503=GT,0.13846287905193447,1589,11476
1566,UV401=two && AIT503=LT,0.10280658938377059,337,3278
1567,UV401=two && AIT504=GT,0.22229595222295953,1675,7535
1568,UV401=two && AIT504=LT,0.03476935863693032,251,7219
1569,UV401=two && FIT501=LT,0.011155678114815742,89,7978
1570,UV401=two && FIT501=GT,0.2711038961038961,1837,6775
1571,UV401=two && FIT502=LT,0.020833333333333332,169,8112
1572,UV401=two && FIT502=GT,0.2645287563986751,1757,6641
1573,UV401=two && FIT503=GT,0.031506985039136036,318,10093
1574,UV401=two && FIT503=LT,0.3449903454194379,1608,4661
1575,UV401=two && FIT504=GT,0.040749260598093986,248,6086
1576,UV401=two && FIT504=LT,0.19358560221504384,1678,8668
1577,UV401=two && PIT501=GT,0.004050740859183456,38,9381
1578,UV401=two && PIT501=LT,0.3513865624418388,1888,5373
