,Unnamed: 0,Rule,Conf_yes,Numrowstrue,Outof,numconditions
539881,539881,P301=one && MV302=two && AIT203=LT && FIT401=GT,0.9952380952380953,418,420,4
177091,177091,P101=one && P301=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
320541,320541,P203=one && P301=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
452890,452890,P205=one && P301=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
520127,520127,P301=one && P401=two && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
524888,524888,P301=one && P601=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
529377,529377,P301=one && MV301=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
541292,541292,P301=one && MV304=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
546426,546426,P301=one && UV401=two && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
549562,549562,P301=one && MV101=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
556457,556457,P301=one && MV201=one && MV303=one && AIT202=LT,0.9751693002257336,432,443,4
557826,557826,P301=one && MV303=one && FIT101=LT && AIT202=LT,0.9751693002257336,432,443,4
557917,557917,P301=one && MV303=one && LIT101=GT && AIT202=LT,0.9751693002257336,432,443,4
558050,558050,P301=one && MV303=one && AIT202=LT && FIT201=LT,0.9751693002257336,432,443,4
558051,558051,P301=one && MV303=one && AIT202=LT && DPIT301=LT,0.9751693002257336,432,443,4
558053,558053,P301=one && MV303=one && AIT202=LT && FIT301=LT,0.9751693002257336,432,443,4
558058,558058,P301=one && MV303=one && AIT202=LT && AIT402=LT,0.9751693002257336,432,443,4
558064,558064,P301=one && MV303=one && AIT202=LT && AIT501=GT,0.9751693002257336,432,443,4
558066,558066,P301=one && MV303=one && AIT202=LT && AIT502=LT,0.9751693002257336,432,443,4
558072,558072,P301=one && MV303=one && AIT202=LT && FIT501=GT,0.9751693002257336,432,443,4
558076,558076,P301=one && MV303=one && AIT202=LT && FIT503=LT,0.9751693002257336,432,443,4
558080,558080,P301=one && MV303=one && AIT202=LT && PIT501=LT,0.9751693002257336,432,443,4
558082,558082,P301=one && MV303=one && AIT202=LT && PIT502=LT,0.9751693002257336,432,443,4
558084,558084,P301=one && MV303=one && AIT202=LT && PIT503=LT,0.9751693002257336,432,443,4
177092,177092,P101=one && P301=one && MV303=one && AIT203=LT,0.975,429,440,4
320542,320542,P203=one && P301=one && MV303=one && AIT203=LT,0.975,429,440,4
452891,452891,P205=one && P301=one && MV303=one && AIT203=LT,0.975,429,440,4
556458,556458,P301=one && MV201=one && MV303=one && AIT203=LT,0.975,429,440,4
558047,558047,P301=one && MV303=one && AIT202=LT && AIT203=LT,0.975,429,440,4
558091,558091,P301=one && MV303=one && AIT203=LT && FIT201=LT,0.975,429,440,4
558099,558099,P301=one && MV303=one && AIT203=LT && AIT402=LT,0.975,429,440,4
558105,558105,P301=one && MV303=one && AIT203=LT && AIT501=GT,0.975,429,440,4
558107,558107,P301=one && MV303=one && AIT203=LT && AIT502=LT,0.975,429,440,4
558113,558113,P301=one && MV303=one && AIT203=LT && FIT501=GT,0.975,429,440,4
558117,558117,P301=one && MV303=one && AIT203=LT && FIT503=LT,0.975,429,440,4
558121,558121,P301=one && MV303=one && AIT203=LT && PIT501=LT,0.975,429,440,4
558123,558123,P301=one && MV303=one && AIT203=LT && PIT502=LT,0.975,429,440,4
558125,558125,P301=one && MV303=one && AIT203=LT && PIT503=LT,0.975,429,440,4
558060,558060,P301=one && MV303=one && AIT202=LT && FIT401=GT,0.9745370370370372,421,432,4
558101,558101,P301=one && MV303=one && AIT203=LT && FIT401=GT,0.9743589743589745,418,429,4
528772,528772,P301=one && MV301=one && MV304=one && AIT202=LT,0.9707865168539326,432,445,4
1097563,1097563,MV302=two && AIT202=LT && FIT502=GT && AIT201=LT,0.9648382559774964,686,711,4
1098383,1098383,MV302=two && AIT203=LT && FIT502=GT && AIT201=LT,0.9648382559774964,686,711,4
1133553,1133553,MV304=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9648382559774964,686,711,4
1134373,1134373,MV304=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9648382559774964,686,711,4
1548413,1548413,AIT202=LT && FIT301=LT && FIT502=GT && AIT201=LT,0.9648382559774964,686,711,4
1559073,1559073,AIT203=LT && FIT301=LT && FIT502=GT && AIT201=LT,0.9648382559774964,686,711,4
1554398,1554398,AIT202=LT && FIT501=GT && FIT502=GT && AIT201=LT,0.9620253164556962,684,711,4
1565058,1565058,AIT203=LT && FIT501=GT && FIT502=GT && AIT201=LT,0.9620253164556962,684,711,4
228983,228983,P101=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
229803,229803,P101=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
372433,372433,P203=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
373253,373253,P203=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
504782,504782,P205=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
505602,505602,P205=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
683773,683773,P401=two && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
684593,684593,P401=two && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
790907,790907,P601=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
791727,791727,P601=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
888928,888928,MV301=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
889748,889748,MV301=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1231138,1231138,UV401=two && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1231958,1231958,UV401=two && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1288118,1288118,MV101=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1288938,1288938,MV101=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1405508,1405508,MV201=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1406328,1406328,MV201=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1425108,1425108,MV303=one && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1425928,1425928,MV303=one && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1477043,1477043,FIT101=LT && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1477863,1477863,FIT101=LT && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1506413,1506413,LIT101=GT && AIT202=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1507233,1507233,LIT101=GT && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1544298,1544298,AIT202=LT && AIT203=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1546522,1546522,AIT202=LT && FIT201=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1547188,1547188,AIT202=LT && DPIT301=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1550898,1550898,AIT202=LT && AIT402=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1552934,1552934,AIT202=LT && AIT501=GT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1553418,1553418,AIT202=LT && AIT502=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1554619,1554619,AIT202=LT && FIT502=GT && FIT503=LT && AIT201=LT,0.9607843137254902,686,714,4
1554657,1554657,AIT202=LT && FIT502=GT && PIT501=LT && AIT201=LT,0.9607843137254902,686,714,4
1554670,1554670,AIT202=LT && FIT502=GT && PIT502=LT && AIT201=LT,0.9607843137254902,686,714,4
1554679,1554679,AIT202=LT && FIT502=GT && PIT503=LT && AIT201=LT,0.9607843137254902,686,714,4
1557182,1557182,AIT203=LT && FIT201=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1557848,1557848,AIT203=LT && DPIT301=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1561558,1561558,AIT203=LT && AIT402=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1563594,1563594,AIT203=LT && AIT501=GT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1564078,1564078,AIT203=LT && AIT502=LT && FIT502=GT && AIT201=LT,0.9607843137254902,686,714,4
1565279,1565279,AIT203=LT && FIT502=GT && FIT503=LT && AIT201=LT,0.9607843137254902,686,714,4
1565317,1565317,AIT203=LT && FIT502=GT && PIT501=LT && AIT201=LT,0.9607843137254902,686,714,4
1565330,1565330,AIT203=LT && FIT502=GT && PIT502=LT && AIT201=LT,0.9607843137254902,686,714,4
1565339,1565339,AIT203=LT && FIT502=GT && PIT503=LT && AIT201=LT,0.9607843137254902,686,714,4
1553628,1553628,AIT202=LT && AIT503=GT && FIT502=GT && AIT201=LT,0.960254372019078,604,629,4
1564288,1564288,AIT203=LT && AIT503=GT && FIT502=GT && AIT201=LT,0.960254372019078,604,629,4
1554640,1554640,AIT202=LT && FIT502=GT && FIT504=LT && AIT201=LT,0.9587955625990492,605,631,4
1565300,1565300,AIT203=LT && FIT502=GT && FIT504=LT && AIT201=LT,0.9587955625990492,605,631,4
1551682,1551682,AIT202=LT && FIT401=GT && FIT502=GT && AIT201=LT,0.9586410635155096,649,677,4
1562342,1562342,AIT203=LT && FIT401=GT && FIT502=GT && AIT201=LT,0.9586410635155096,649,677,4
1553989,1553989,AIT202=LT && AIT504=GT && FIT502=GT && AIT201=LT,0.9580209895052474,639,667,4
1564649,1564649,AIT203=LT && AIT504=GT && FIT502=GT && AIT201=LT,0.9580209895052474,639,667,4
1554682,1554682,AIT202=LT && FIT502=GT && FIT601=GT && AIT201=LT,0.9498997995991983,474,499,4
1565342,1565342,AIT203=LT && FIT502=GT && FIT601=GT && AIT201=LT,0.9498997995991983,474,499,4
541670,541670,P301=one && MV304=one && AIT202=LT && FIT401=GT,0.9355555555555556,421,450,4
541711,541711,P301=one && MV304=one && AIT203=LT && FIT401=GT,0.9351230425055927,418,447,4
1097534,1097534,MV302=two && AIT202=LT && FIT501=GT && AIT201=LT,0.9338422391857506,734,786,4
1133524,1133524,MV304=one && AIT202=LT && FIT501=GT && AIT201=LT,0.9338422391857506,734,786,4
1548384,1548384,AIT202=LT && FIT301=LT && FIT501=GT && AIT201=LT,0.9338422391857506,734,786,4
1098354,1098354,MV302=two && AIT203=LT && FIT501=GT && AIT201=LT,0.933588761174968,731,783,4
1134344,1134344,MV304=one && AIT203=LT && FIT501=GT && AIT201=LT,0.933588761174968,731,783,4
1559044,1559044,AIT203=LT && FIT301=LT && FIT501=GT && AIT201=LT,0.933588761174968,731,783,4
176486,176486,P101=one && P301=one && MV304=one && AIT202=LT,0.9330453563714904,432,463,4
319936,319936,P203=one && P301=one && MV304=one && AIT202=LT,0.9330453563714904,432,463,4
452285,452285,P205=one && P301=one && MV304=one && AIT202=LT,0.9330453563714904,432,463,4
519522,519522,P301=one && P401=two && MV304=one && AIT202=LT,0.9330453563714904,432,463,4
524283,524283,P301=one && P601=one && MV304=one && AIT202=LT,0.9330453563714904,432,463,4
540864,540864,P301=one && MV304=one && UV401=two && AIT202=LT,0.9330453563714904,432,463,4
540977,540977,P301=one && MV304=one && MV101=one && AIT202=LT,0.9330453563714904,432,463,4
541242,541242,P301=one && MV304=one && MV201=one && AIT202=LT,0.9330453563714904,432,463,4
541436,541436,P301=one && MV304=one && FIT101=LT && AIT202=LT,0.9330453563714904,432,463,4
541527,541527,P301=one && MV304=one && LIT101=GT && AIT202=LT,0.9330453563714904,432,463,4
541660,541660,P301=one && MV304=one && AIT202=LT && FIT201=LT,0.9330453563714904,432,463,4
541661,541661,P301=one && MV304=one && AIT202=LT && DPIT301=LT,0.9330453563714904,432,463,4
541663,541663,P301=one && MV304=one && AIT202=LT && FIT301=LT,0.9330453563714904,432,463,4
541668,541668,P301=one && MV304=one && AIT202=LT && AIT402=LT,0.9330453563714904,432,463,4
541674,541674,P301=one && MV304=one && AIT202=LT && AIT501=GT,0.9330453563714904,432,463,4
541676,541676,P301=one && MV304=one && AIT202=LT && AIT502=LT,0.9330453563714904,432,463,4
541682,541682,P301=one && MV304=one && AIT202=LT && FIT501=GT,0.9330453563714904,432,463,4
541686,541686,P301=one && MV304=one && AIT202=LT && FIT503=LT,0.9330453563714904,432,463,4
541690,541690,P301=one && MV304=one && AIT202=LT && PIT501=LT,0.9330453563714904,432,463,4
541692,541692,P301=one && MV304=one && AIT202=LT && PIT502=LT,0.9330453563714904,432,463,4
541694,541694,P301=one && MV304=one && AIT202=LT && PIT503=LT,0.9330453563714904,432,463,4
176487,176487,P101=one && P301=one && MV304=one && AIT203=LT,0.932608695652174,429,460,4
319937,319937,P203=one && P301=one && MV304=one && AIT203=LT,0.932608695652174,429,460,4
452286,452286,P205=one && P301=one && MV304=one && AIT203=LT,0.932608695652174,429,460,4
541243,541243,P301=one && MV304=one && MV201=one && AIT203=LT,0.932608695652174,429,460,4
541657,541657,P301=one && MV304=one && AIT202=LT && AIT203=LT,0.932608695652174,429,460,4
541701,541701,P301=one && MV304=one && AIT203=LT && FIT201=LT,0.932608695652174,429,460,4
541709,541709,P301=one && MV304=one && AIT203=LT && AIT402=LT,0.932608695652174,429,460,4
541715,541715,P301=one && MV304=one && AIT203=LT && AIT501=GT,0.932608695652174,429,460,4
541717,541717,P301=one && MV304=one && AIT203=LT && AIT502=LT,0.932608695652174,429,460,4
541723,541723,P301=one && MV304=one && AIT203=LT && FIT501=GT,0.932608695652174,429,460,4
541727,541727,P301=one && MV304=one && AIT203=LT && FIT503=LT,0.932608695652174,429,460,4
541731,541731,P301=one && MV304=one && AIT203=LT && PIT501=LT,0.932608695652174,429,460,4
541733,541733,P301=one && MV304=one && AIT203=LT && PIT502=LT,0.932608695652174,429,460,4
541735,541735,P301=one && MV304=one && AIT203=LT && PIT503=LT,0.932608695652174,429,460,4
201873,201873,P101=one && MV302=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
203703,203703,P101=one && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
228479,228479,P101=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
345323,345323,P203=one && MV302=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
347153,347153,P203=one && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
371929,371929,P203=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
477672,477672,P205=one && MV302=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
479502,479502,P205=one && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
504278,504278,P205=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
656663,656663,P401=two && MV302=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
658493,658493,P401=two && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
683269,683269,P401=two && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
763797,763797,P601=one && MV302=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
765627,765627,P601=one && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
790403,790403,P601=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
861818,861818,MV301=one && MV302=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
863648,863648,MV301=one && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
888424,888424,MV301=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1072283,1072283,MV302=two && MV304=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1077417,1077417,MV302=two && UV401=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1080553,1080553,MV302=two && MV101=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1087448,1087448,MV302=two && MV201=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1088673,1088673,MV302=two && MV303=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1092058,1092058,MV302=two && FIT101=LT && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1094083,1094083,MV302=two && LIT101=GT && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1096951,1096951,MV302=two && AIT202=LT && FIT201=LT && AIT201=LT,0.9304677623261696,736,791,4
1096988,1096988,MV302=two && AIT202=LT && DPIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1097059,1097059,MV302=two && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1097219,1097219,MV302=two && AIT202=LT && AIT402=LT && AIT201=LT,0.9304677623261696,736,791,4
1097378,1097378,MV302=two && AIT202=LT && AIT501=GT && AIT201=LT,0.9304677623261696,736,791,4
1097423,1097423,MV302=two && AIT202=LT && AIT502=LT && AIT201=LT,0.9304677623261696,736,791,4
1097588,1097588,MV302=two && AIT202=LT && FIT503=LT && AIT201=LT,0.9304677623261696,736,791,4
1097626,1097626,MV302=two && AIT202=LT && PIT501=LT && AIT201=LT,0.9304677623261696,736,791,4
1097639,1097639,MV302=two && AIT202=LT && PIT502=LT && AIT201=LT,0.9304677623261696,736,791,4
1097648,1097648,MV302=two && AIT202=LT && PIT503=LT && AIT201=LT,0.9304677623261696,736,791,4
1113407,1113407,MV304=one && UV401=two && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1116543,1116543,MV304=one && MV101=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1123438,1123438,MV304=one && MV201=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1124663,1124663,MV304=one && MV303=one && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1128048,1128048,MV304=one && FIT101=LT && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1130073,1130073,MV304=one && LIT101=GT && AIT202=LT && AIT201=LT,0.9304677623261696,736,791,4
1132941,1132941,MV304=one && AIT202=LT && FIT201=LT && AIT201=LT,0.9304677623261696,736,791,4
1132978,1132978,MV304=one && AIT202=LT && DPIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1133049,1133049,MV304=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1133209,1133209,MV304=one && AIT202=LT && AIT402=LT && AIT201=LT,0.9304677623261696,736,791,4
1133368,1133368,MV304=one && AIT202=LT && AIT501=GT && AIT201=LT,0.9304677623261696,736,791,4
1133413,1133413,MV304=one && AIT202=LT && AIT502=LT && AIT201=LT,0.9304677623261696,736,791,4
1133578,1133578,MV304=one && AIT202=LT && FIT503=LT && AIT201=LT,0.9304677623261696,736,791,4
1133616,1133616,MV304=one && AIT202=LT && PIT501=LT && AIT201=LT,0.9304677623261696,736,791,4
1133629,1133629,MV304=one && AIT202=LT && PIT502=LT && AIT201=LT,0.9304677623261696,736,791,4
1133638,1133638,MV304=one && AIT202=LT && PIT503=LT && AIT201=LT,0.9304677623261696,736,791,4
1230634,1230634,UV401=two && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1287614,1287614,MV101=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1405004,1405004,MV201=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1424604,1424604,MV303=one && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1476539,1476539,FIT101=LT && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1505909,1505909,LIT101=GT && AIT202=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1546018,1546018,AIT202=LT && FIT201=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1546684,1546684,AIT202=LT && DPIT301=LT && FIT301=LT && AIT201=LT,0.9304677623261696,736,791,4
1548069,1548069,AIT202=LT && FIT301=LT && AIT402=LT && AIT201=LT,0.9304677623261696,736,791,4
1548228,1548228,AIT202=LT && FIT301=LT && AIT501=GT && AIT201=LT,0.9304677623261696,736,791,4
1548273,1548273,AIT202=LT && FIT301=LT && AIT502=LT && AIT201=LT,0.9304677623261696,736,791,4
1548438,1548438,AIT202=LT && FIT301=LT && FIT503=LT && AIT201=LT,0.9304677623261696,736,791,4
1548476,1548476,AIT202=LT && FIT301=LT && PIT501=LT && AIT201=LT,0.9304677623261696,736,791,4
1548489,1548489,AIT202=LT && FIT301=LT && PIT502=LT && AIT201=LT,0.9304677623261696,736,791,4
1548498,1548498,AIT202=LT && FIT301=LT && PIT503=LT && AIT201=LT,0.9304677623261696,736,791,4
201914,201914,P101=one && MV302=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
203744,203744,P101=one && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
229299,229299,P101=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
345364,345364,P203=one && MV302=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
347194,347194,P203=one && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
372749,372749,P203=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
477713,477713,P205=one && MV302=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
479543,479543,P205=one && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
505098,505098,P205=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
656704,656704,P401=two && MV302=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
658534,658534,P401=two && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
684089,684089,P401=two && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
763838,763838,P601=one && MV302=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
765668,765668,P601=one && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
791223,791223,P601=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
861859,861859,MV301=one && MV302=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
863689,863689,MV301=one && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
889244,889244,MV301=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1072324,1072324,MV302=two && MV304=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1077458,1077458,MV302=two && UV401=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1080594,1080594,MV302=two && MV101=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1087489,1087489,MV302=two && MV201=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1088714,1088714,MV302=two && MV303=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1092099,1092099,MV302=two && FIT101=LT && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1094124,1094124,MV302=two && LIT101=GT && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1096834,1096834,MV302=two && AIT202=LT && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1097771,1097771,MV302=two && AIT203=LT && FIT201=LT && AIT201=LT,0.9302030456852792,733,788,4
1097808,1097808,MV302=two && AIT203=LT && DPIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1097879,1097879,MV302=two && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1098039,1098039,MV302=two && AIT203=LT && AIT402=LT && AIT201=LT,0.9302030456852792,733,788,4
1098198,1098198,MV302=two && AIT203=LT && AIT501=GT && AIT201=LT,0.9302030456852792,733,788,4
1098243,1098243,MV302=two && AIT203=LT && AIT502=LT && AIT201=LT,0.9302030456852792,733,788,4
1098408,1098408,MV302=two && AIT203=LT && FIT503=LT && AIT201=LT,0.9302030456852792,733,788,4
1098446,1098446,MV302=two && AIT203=LT && PIT501=LT && AIT201=LT,0.9302030456852792,733,788,4
1098459,1098459,MV302=two && AIT203=LT && PIT502=LT && AIT201=LT,0.9302030456852792,733,788,4
1098468,1098468,MV302=two && AIT203=LT && PIT503=LT && AIT201=LT,0.9302030456852792,733,788,4
1113448,1113448,MV304=one && UV401=two && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1116584,1116584,MV304=one && MV101=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1123479,1123479,MV304=one && MV201=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1124704,1124704,MV304=one && MV303=one && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1128089,1128089,MV304=one && FIT101=LT && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1130114,1130114,MV304=one && LIT101=GT && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1132824,1132824,MV304=one && AIT202=LT && AIT203=LT && AIT201=LT,0.9302030456852792,733,788,4
1133761,1133761,MV304=one && AIT203=LT && FIT201=LT && AIT201=LT,0.9302030456852792,733,788,4
1133798,1133798,MV304=one && AIT203=LT && DPIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1133869,1133869,MV304=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1134029,1134029,MV304=one && AIT203=LT && AIT402=LT && AIT201=LT,0.9302030456852792,733,788,4
1134188,1134188,MV304=one && AIT203=LT && AIT501=GT && AIT201=LT,0.9302030456852792,733,788,4
1134233,1134233,MV304=one && AIT203=LT && AIT502=LT && AIT201=LT,0.9302030456852792,733,788,4
1134398,1134398,MV304=one && AIT203=LT && FIT503=LT && AIT201=LT,0.9302030456852792,733,788,4
1134436,1134436,MV304=one && AIT203=LT && PIT501=LT && AIT201=LT,0.9302030456852792,733,788,4
1134449,1134449,MV304=one && AIT203=LT && PIT502=LT && AIT201=LT,0.9302030456852792,733,788,4
1134458,1134458,MV304=one && AIT203=LT && PIT503=LT && AIT201=LT,0.9302030456852792,733,788,4
1231454,1231454,UV401=two && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1288434,1288434,MV101=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1405824,1405824,MV201=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1425424,1425424,MV303=one && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1477359,1477359,FIT101=LT && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1506729,1506729,LIT101=GT && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1543794,1543794,AIT202=LT && AIT203=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1556678,1556678,AIT203=LT && FIT201=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1557344,1557344,AIT203=LT && DPIT301=LT && FIT301=LT && AIT201=LT,0.9302030456852792,733,788,4
1558729,1558729,AIT203=LT && FIT301=LT && AIT402=LT && AIT201=LT,0.9302030456852792,733,788,4
1558888,1558888,AIT203=LT && FIT301=LT && AIT501=GT && AIT201=LT,0.9302030456852792,733,788,4
